Id,SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents
41788,0,0.0,63y,0,128.0,,4,0,0,0,0.0
49890,0,0.0,71y,0,383.0,,4,0,0,0,0.0
118824,0,0.01062625,45y,0,1649.0,,5,0,1,0,0.0
102828,0,0.001908511,59y,2,1.158256881,3487.0,16,1,2,0,0.0
101060,0,0.102465487,45y,0,0.533719487,4833.0,10,0,1,0,2.0
110827,0,0.035084437,57y,0,89.0,,7,0,0,0,0.0
2606,0,0.9999999,56y,0,0.443389153,4000.0,6,0,1,0,2.0
93034,0,0.9999999,41y,0,0.072846736,7000.0,1,0,0,0,3.0
63338,0,0.333533328,63y,0,0.513920671,5243.0,6,0,2,0,0.0
139948,0,0.64823451,46y,0,1.374787053,1760.0,13,0,1,0,1.0
13346,0,0.933180692,60y,3,0.1437485,4166.0,5,0,0,0,2.0
97748,0,0.078997531,88y,0,2449.0,,8,0,2,0,0.0
81095,0,0.0019090329999999,74y,0,166.0,,5,0,0,0,0.0
110926,0,0.155097287,49y,0,0.43847487,7500.0,13,0,1,0,0.0
27490,0,0.238073108,48y,0,0.269404643,13050.0,17,0,2,0,3.0
32253,0,0.011064338,83y,0,20.0,,5,0,0,0,0.0
48441,0,0.5546366620000001,53y,0,0.241168971,40000.0,14,0,2,0,3.0
20723,0,0.128087066,68y,0,1176.0,,4,0,1,0,1.0
8767,0,0.011147735,61y,0,0.276473657,3833.0,10,0,1,0,0.0
75241,0,0.0243154189999999,87y,0,109.0,,5,0,0,0,0.0
65814,0,0.132242238,41y,0,0.110499335,15800.0,5,0,1,0,2.0
89367,1,0.657352022,52y,1,3566.0,,7,0,3,0,0.0
58259,0,0.04741002,73y,0,0.27818101,6750.0,9,0,1,0,0.0
74173,0,0.44162337,31y,0,556.0,,12,0,0,0,0.0
136122,0,0.730609913,25y,1,0.183887916,6280.0,6,0,0,0,0.0
91524,0,0.050932553,52y,0,0.29969248,7153.0,11,0,2,0,0.0
44611,0,0.0,59y,0,0.133923788,28000.0,11,0,2,0,2.0
104766,1,0.49931246,69y,0,0.1993266889999999,30000.0,21,0,3,1,1.0
59916,0,0.036237101,82y,0,0.004065041,3197.0,3,0,0,0,0.0
120529,0,0.44557052,58y,0,0.3441269839999999,15749.0,14,0,1,0,0.0
35131,0,0.035793483,68y,0,0.270745851,5000.0,7,0,2,0,0.0
22884,0,0.513035528,59y,0,0.332167832,12583.0,9,0,2,0,2.0
101965,0,0.085575651,26y,0,0.104631789,3000.0,2,0,0,0,0.0
116806,0,0.9999999,45y,0,1578.0,,2,0,2,0,0.0
24166,0,0.035017356,45y,0,0.226688103,11817.0,7,0,2,0,0.0
23495,0,0.008287575,41y,0,0.3693758029999999,7000.0,7,0,2,0,2.0
86615,0,0.0004199919999999,57y,0,0.05228422,11666.0,6,0,2,0,1.0
12621,0,0.017871865,63y,0,3050.5,1.0,9,0,2,0,2.0
133090,0,0.0,53y,0,0.273846154,8449.0,7,0,2,0,2.0
135719,0,0.486008996,48y,0,0.3377016129999999,11903.0,7,0,2,0,3.0
13595,1,0.8360273290000001,54y,0,0.339688445,4300.0,5,3,1,1,0.0
118436,1,0.060934008,27y,0,0.18137675,3500.0,6,0,0,1,0.0
83299,0,0.908052991,59y,0,1.195622805,3700.0,18,0,1,4,0.0
62987,0,0.7283701490000001,52y,0,0.6103249479999999,3815.0,8,0,2,0,4.0
84322,0,0.031387866,45y,0,0.250831285,6916.0,10,0,1,0,4.0
13998,1,0.9999999,42y,1,914.0,,1,2,1,0,0.0
37869,0,0.050683085,54y,1,0.073807321,15133.0,10,0,0,0,3.0
109862,1,0.103290843,53y,1,0.101199874,6333.0,10,0,1,0,0.0
35016,0,0.458036215,43y,0,0.328972813,8790.0,15,0,2,0,2.0
26935,0,0.153983669,56y,0,0.293055328,6090.0,10,0,1,0,0.0
67294,0,0.021569145,47y,0,0.201133447,9351.0,14,0,2,0,1.0
120272,0,0.079861179,58y,0,1549.5,1.0,10,0,1,0,0.0
117733,0,0.015073276,59y,0,0.268546291,15002.0,11,0,2,0,3.0
92889,0,0.9999999,52y,0,0.297196262,3209.0,5,0,0,0,1.0
10283,1,0.9999999,52y,3,0.154616843,7385.0,3,3,0,0,1.0
53081,1,0.969531064,24y,0,139.0,,3,0,0,0,
120995,0,0.906837265,41y,0,888.0,,5,0,1,1,0.0
57265,1,0.626527732,34y,0,2066.0,,8,0,1,0,1.0
133995,0,0.504743053,80y,0,1.044591082,5000.0,19,0,1,0,0.0
5500,1,0.0359964,36y,0,0.037525908,9166.0,5,0,0,0,0.0
26759,0,0.8520190940000001,65y,0,1013.0,,3,1,0,0,0.0
52428,0,0.007239074,76y,0,23.0,,11,0,1,0,
113531,0,0.9999999,46y,1,0.0,2000.0,1,0,0,0,0.0
51720,0,0.015798337,78y,0,515.0,,15,0,0,0,0.0
115860,0,0.0182171439999999,46y,0,9.052980132,150.0,7,0,1,0,0.0
144596,0,0.034800257,46y,0,0.4450117,4700.0,8,0,3,0,2.0
83345,0,0.001470332,45y,0,0.286428506,11000.0,9,0,2,0,2.0
104951,0,0.231717885,66y,0,1461.0,,7,0,2,0,0.0
94687,0,0.02453391,78y,0,0.0096346119999999,5500.0,4,0,0,0,0.0
32648,0,0.061756816,53y,0,0.224815312,11911.0,11,0,2,0,2.0
117700,0,0.1171361559999999,58y,0,0.526078987,6000.0,9,0,2,0,0.0
89877,0,0.128953275,32y,1,18.0,,3,0,0,0,0.0
96854,0,0.081934988,40y,0,0.339295634,9000.0,9,0,2,0,0.0
24958,0,0.131766417,50y,0,0.387379088,13025.0,21,0,2,0,4.0
28146,0,0.304067837,52y,0,0.306615564,6000.0,9,0,3,0,1.0
134211,0,0.959760015,60y,0,0.218668276,4970.0,3,0,0,0,0.0
74622,0,0.207146992,30y,0,0.085509625,6700.0,7,0,0,0,0.0
21461,0,0.0,72y,0,0.0,2500.0,2,0,0,0,0.0
7094,1,0.460085808,38y,0,8041.0,,10,0,4,0,0.0
105135,1,0.098472395,42y,0,0.511503478,5606.0,8,0,3,0,3.0
41624,0,0.374003473,46y,0,0.8416959820000001,5400.0,10,0,1,0,2.0
21395,0,0.7348693059999999,54y,0,0.358516366,11700.0,5,0,2,0,0.0
52387,0,0.143979432,32y,0,0.341841187,4583.0,4,0,1,0,0.0
37345,0,0.305043324,23y,0,0.085828343,500.0,4,0,0,0,0.0
67901,0,0.355206847,43y,0,0.171603893,9451.0,6,0,1,0,0.0
111682,0,0.297835108,60y,0,1.100656455,2741.0,5,0,2,0,0.0
122817,0,0.454086871,63y,0,0.045515595,6700.0,6,0,0,0,0.0
120613,0,0.024310022,50y,0,0.075592441,10000.0,10,0,1,0,0.0
148785,0,0.605787696,63y,1,0.466834171,1989.0,7,0,1,0,0.0
67784,0,0.053223981,66y,0,0.3239,9999.0,7,0,1,0,1.0
120405,0,0.151515152,40y,0,0.6217026379999999,1667.0,5,0,1,0,2.0
45274,0,0.370647555,33y,0,0.663667267,5000.0,10,0,2,0,2.0
621,0,0.6169823720000001,32y,1,0.191649336,6250.0,10,0,0,0,2.0
79924,0,0.9999999,58y,2,2151.0,,8,0,2,2,0.0
117764,0,0.0,74y,0,0.0,,3,0,0,0,0.0
81743,0,0.0,54y,0,0.2717079169999999,7312.0,9,0,1,0,4.0
109665,0,0.102908764,53y,0,0.02465096,4583.0,4,0,0,0,0.0
8701,0,0.115020298,53y,0,0.145890868,10500.0,9,0,1,0,0.0
50383,0,0.941310605,42y,0,0.901056142,3597.0,11,0,1,0,2.0
118050,0,0.305039298,42y,0,0.419166386,8900.0,7,0,1,0,0.0
90275,0,0.0,78y,0,0.0,,2,0,0,0,
62968,0,0.18386817,45y,0,0.5885073829999999,5620.0,5,0,1,0,2.0
127957,0,0.023308812,69y,0,0.122058529,15000.0,13,0,1,0,0.0
6387,0,0.316027841,42y,0,0.344393423,6750.0,9,0,1,0,1.0
64481,0,0.19543668,51y,0,0.041739565,4000.0,3,0,0,0,0.0
107979,0,0.2322949289999999,51y,0,1125.0,,5,0,1,0,0.0
26780,0,0.413798725,44y,0,3013.0,,13,0,1,0,0.0
125939,1,1.119601329,45y,0,0.010347271,7054.0,1,0,0,1,1.0
14348,0,0.097593988,66y,0,0.322223704,7500.0,11,0,1,0,0.0
146164,0,0.125836354,77y,0,0.8911956940000001,2600.0,7,0,2,0,0.0
148953,0,0.9999999,49y,0,1239.0,,5,0,2,0,0.0
8099,0,0.0,60y,0,0.061812562,11000.0,6,0,0,0,0.0
114024,1,0.701195219,34y,1,0.059443394,3700.0,3,3,0,0,3.0
93522,0,0.004444332,34y,0,1161.0,1.0,10,0,2,0,0.0
25267,0,0.0,31y,0,0.0,2916.0,3,0,0,0,0.0
4607,0,0.242932118,56y,0,0.360519926,7000.0,10,0,2,0,3.0
9313,0,0.000520586,55y,0,0.217290574,8200.0,17,0,3,0,3.0
7740,0,0.022209741,47y,0,0.1690247839999999,10530.0,6,0,1,0,0.0
77939,0,0.090411683,59y,0,0.205757495,7537.0,7,0,1,0,0.0
124432,0,0.004417612,68y,0,0.254006586,4554.0,13,0,1,0,1.0
1030,0,0.546015655,39y,0,0.407318536,5000.0,8,0,1,0,0.0
93043,0,1.004352429,41y,0,0.64556962,1500.0,5,0,0,0,0.0
54333,0,0.007242625,56y,0,0.003975425,8300.0,19,0,0,0,0.0
77983,1,0.565020677,49y,0,0.93119077,2426.0,9,0,2,0,1.0
7609,0,0.086777264,87y,0,3246.0,,8,0,1,0,
56404,0,0.543840178,50y,2,0.497894737,6649.0,8,3,2,1,2.0
65877,0,0.006024543,62y,0,0.211887566,10245.0,7,0,2,0,1.0
145111,0,0.01571864,49y,0,1797.0,,5,0,1,0,
22168,0,0.000759184,72y,0,0.000587544,1701.0,7,0,0,0,0.0
31758,1,0.914376264,33y,7,0.668148062,17100.0,14,0,8,1,0.0
98759,0,0.043243483,65y,0,57.0,,7,0,0,0,0.0
69331,0,0.9999999,50y,0,0.321525496,7000.0,8,0,2,0,4.0
127234,1,0.064557936,45y,2,0.259561703,12000.0,12,0,3,0,3.0
131461,0,0.242324146,52y,0,2536.0,,12,0,1,0,2.0
30943,0,0.125078567,37y,0,0.014441235,4500.0,5,0,0,0,0.0
106406,0,0.43133913,56y,0,0.380247146,10600.0,17,0,2,0,0.0
35281,0,0.6601150689999999,55y,1,0.536632101,8871.0,11,0,2,0,1.0
135573,0,0.0,45y,0,0.042723389,11000.0,6,0,0,0,2.0
45010,0,0.638872226,50y,0,0.172965407,5000.0,7,1,0,0,3.0
102241,0,0.9999999,48y,3,0.3098391669999999,4227.0,5,1,1,0,2.0
82483,0,0.007992008,45y,0,0.2488613589999999,5488.0,3,0,2,0,4.0
8318,0,0.158926879,59y,0,0.529501916,9134.0,13,0,1,0,1.0
119351,0,0.021512351,49y,0,0.149974581,5900.0,7,0,1,0,2.0
58521,0,0.00585603,47y,0,0.280813653,5800.0,7,0,2,0,0.0
35283,0,0.019670573,80y,0,0.016431925,2555.0,24,0,0,0,0.0
79386,0,0.9004208159999999,40y,1,0.131174452,6700.0,6,1,0,0,1.0
54185,0,0.273659133,62y,0,0.825301205,1825.0,5,0,1,1,0.0
110337,0,0.040732589,41y,0,0.109799122,41666.0,14,0,1,0,0.0
87064,0,0.0018947039999999,51y,0,0.7678200690000001,2889.0,12,0,2,0,2.0
46773,0,0.0246758679999999,60y,0,3416.0,,5,0,1,0,0.0
149209,0,0.001262556,89y,0,0.000884173,3392.0,13,0,0,0,0.0
5697,0,0.0204135119999999,59y,0,0.224899075,15357.0,11,0,2,0,0.0
98616,0,0.616902238,69y,0,0.770666132,9967.0,24,0,2,0,2.0
138837,0,0.058497075,57y,0,0.006332278,6000.0,2,0,0,0,1.0
10210,0,0.138920781,71y,0,112.0,,1,0,0,0,0.0
128246,0,0.037598822,60y,0,0.280539052,6900.0,22,0,1,0,1.0
113285,0,0.004955445,74y,0,0.18592563,2500.0,13,0,1,0,0.0
120630,0,0.014415563,54y,0,0.159767611,5507.0,11,0,1,0,0.0
55268,0,0.049119395,53y,0,0.218450028,14167.0,22,0,3,0,1.0
37890,0,0.9999999,47y,0,0.0,2100.0,1,0,0,0,0.0
97963,0,0.17882274,63y,0,0.184434703,12090.0,18,0,2,0,0.0
57605,0,0.0,75y,0,0.0,,5,0,0,1,0.0
17181,0,0.012013055,45y,0,0.001371272,2916.0,3,0,0,0,0.0
80016,0,0.010810946,56y,0,0.369530755,6307.0,21,0,2,0,2.0
10071,0,0.0595864829999999,38y,0,0.327031449,5500.0,9,0,2,0,0.0
123565,0,0.189248093,39y,0,0.252612566,7750.0,12,1,1,0,0.0
104108,0,0.038866734,40y,0,0.4936804379999999,5300.0,5,0,2,0,2.0
132778,0,0.193625153,64y,1,0.3014144039999999,6150.0,9,1,1,0,0.0
13528,0,0.926481085,54y,0,0.1759530789999999,3750.0,8,0,0,0,0.0
95180,0,0.088072689,40y,0,1456.0,,5,0,2,0,
82759,0,0.115078538,70y,0,0.120060428,12576.0,12,0,0,0,1.0
4354,0,0.016195089,49y,0,0.068660128,10500.0,10,0,1,0,0.0
62415,0,0.034423276,70y,0,0.023795241,5000.0,10,0,0,0,0.0
85017,0,0.359515222,69y,1,0.270954841,6000.0,10,0,2,0,0.0
21104,0,0.361799948,30y,0,0.481842007,2670.0,7,0,0,0,0.0
130516,0,0.182665135,53y,2,0.536551339,3583.0,9,0,3,2,1.0
126063,0,0.227604468,62y,0,265.0,1.0,12,0,0,0,0.0
135597,0,0.769567255,31y,1,0.292387543,1733.0,6,0,0,1,1.0
145426,0,0.000863044,41y,0,0.253004312,10900.0,11,0,2,0,3.0
100969,0,0.0,23y,0,0.0,2745.0,2,0,0,0,0.0
130836,0,0.019408209,49y,0,0.228228228,15983.0,6,0,2,0,2.0
88007,0,0.486650356,27y,0,137.0,,2,0,0,0,0.0
65650,0,0.134285844,27y,0,0.051193174,7500.0,10,0,0,0,0.0
79714,0,0.548966699,46y,1,0.643895168,8050.0,12,0,3,0,4.0
31537,0,0.01999934,41y,0,0.485601355,7083.0,6,0,2,0,1.0
127830,0,0.06036615,45y,0,2612.0,,14,0,2,0,3.0
21935,0,0.0,52y,0,2410.0,,7,0,1,0,0.0
128055,0,0.261497739,31y,0,0.6262713329999999,5800.0,14,0,1,0,0.0
7281,0,0.068258891,69y,0,0.010319174,8333.0,6,0,0,0,0.0
31963,0,0.179140644,62y,0,0.239912361,5476.0,9,0,1,0,0.0
140872,1,1.028884304,27y,0,1114.0,,7,0,0,2,
97279,0,0.646621948,67y,1,0.484790304,16666.0,9,0,2,0,0.0
144512,0,0.629171354,36y,0,254.0,1.0,3,0,0,0,2.0
49101,0,0.101921775,35y,0,0.165259884,2250.0,4,0,0,0,0.0
86657,0,0.463350871,63y,1,0.206473916,6363.0,7,0,1,0,0.0
37859,1,0.9999999,30y,0,74.0,,0,0,0,0,0.0
20039,0,0.0,95y,0,0.0,,6,0,0,0,
119256,1,0.950325345,49y,1,0.5146955089999999,8505.0,16,0,1,0,0.0
117603,0,0.0531352659999999,38y,0,0.3806100639999999,5146.0,9,0,1,1,3.0
99143,0,0.1162357619999999,62y,0,0.316522431,20105.0,12,0,3,0,1.0
97212,0,0.0281314579999999,50y,0,1190.0,,10,0,2,0,0.0
54848,0,0.199382051,33y,0,1299.0,,5,0,1,0,0.0
108219,0,0.023671611,57y,0,0.17637484,8600.0,11,0,2,0,2.0
20161,0,0.086115231,61y,0,0.314519357,17486.0,9,0,3,0,0.0
77696,0,0.006759932,81y,0,0.002499688,8000.0,6,0,0,0,0.0
103208,0,0.884679862,60y,0,0.877853691,6000.0,12,0,2,0,0.0
25288,1,0.943755408,47y,0,0.441277936,6666.0,9,6,1,1,2.0
142225,0,0.361207944,58y,0,0.264136793,20000.0,16,0,2,0,0.0
112522,0,0.0018460829999999,48y,0,0.289421943,2542.0,7,0,1,0,0.0
133111,0,0.286230891,67y,1,0.516753537,9400.0,21,0,2,0,0.0
46724,0,0.886113886,47y,2,0.20609825,7083.0,4,0,1,0,3.0
13131,0,0.037092084,55y,0,0.388593422,14289.0,12,0,3,0,2.0
85474,0,0.014814266,48y,0,0.260568261,10100.0,5,0,1,0,2.0
30648,0,0.551229918,73y,0,0.322100313,2551.0,3,0,1,0,0.0
21412,0,0.280510888,54y,0,0.260894925,12000.0,21,0,2,0,2.0
107796,0,0.363990243,68y,0,0.330950397,22800.0,21,0,3,0,1.0
68580,0,0.017107747,48y,0,0.355212355,6215.0,6,0,1,0,3.0
113455,0,0.065163046,34y,0,0.170460855,1800.0,5,0,0,0,0.0
145043,1,0.06908456,28y,0,0.517197248,6250.0,12,0,2,0,3.0
100860,0,0.012037866,72y,1,0.266138709,4166.0,8,0,1,0,1.0
52049,0,0.022570622,63y,0,0.15921659,4339.0,2,0,1,0,0.0
132735,0,0.0,59y,0,1400.0,,9,0,1,0,0.0
96211,0,0.343668285,60y,0,915.0,,6,0,0,0,0.0
742,0,0.243842974,52y,0,1321.0,,9,0,1,0,2.0
128074,0,0.9999999,61y,0,0.0,,0,0,0,0,
21431,1,0.9999999,64y,0,2939.0,,4,5,1,3,
96296,0,0.13653642,39y,0,0.267040518,12660.0,9,0,2,0,2.0
78780,0,0.189311093,61y,0,0.3740714879999999,15750.0,11,0,2,0,0.0
48697,0,0.036049099,56y,0,0.047348792,6166.0,8,0,0,0,0.0
24979,0,0.014384062,41y,1,0.185830596,7000.0,10,0,2,0,3.0
85395,0,0.386110231,56y,0,0.164170221,10080.0,7,0,0,0,1.0
81437,0,0.13800119,57y,0,3246.0,,9,0,1,0,0.0
40596,0,0.272941555,64y,0,0.232276772,10000.0,7,0,2,0,1.0
68830,0,0.028683882,69y,0,130.0,,6,0,0,0,0.0
70716,0,0.157444806,58y,0,0.252719569,17465.0,12,0,2,0,0.0
3686,0,0.184128777,60y,0,0.41863162,7760.0,9,0,1,0,0.0
80975,0,0.2972263189999999,44y,0,0.033685651,13150.0,7,0,0,0,1.0
114943,0,0.030039429,29y,0,0.003400259,6175.0,6,0,0,0,0.0
71418,0,0.011162278,57y,0,0.00241838,9096.0,8,0,0,0,1.0
117755,0,0.276918236,48y,0,5350.0,,11,0,1,0,0.0
70809,0,0.145166694,46y,0,2043.0,,27,0,1,0,0.0
85820,0,0.006285355,37y,0,0.1185620459999999,8678.0,4,0,0,0,3.0
8117,0,0.9999999,40y,0,0.107104605,2800.0,2,0,0,0,0.0
98955,1,0.046511628,37y,1,1.075619296,2300.0,12,0,1,0,2.0
98306,0,0.652796604,58y,0,0.7632105109999999,3500.0,12,0,0,0,0.0
34148,1,0.9999999,39y,1,0.445456565,4500.0,7,4,0,0,1.0
142365,0,0.52937284,30y,0,0.537881385,2916.0,7,0,1,0,0.0
18569,0,0.0129612889999999,45y,0,0.13247792,6000.0,10,0,1,0,1.0
74738,0,0.017613726,61y,0,0.1485701,4300.0,9,0,1,0,0.0
56486,0,0.032558393,55y,0,0.022496692,6800.0,9,0,0,0,1.0
7900,0,0.5973669389999999,45y,0,0.3721795189999999,12098.0,12,0,1,0,4.0
33200,0,0.9999999,24y,0,0.10075188,1994.0,2,0,0,0,0.0
7898,0,0.010674733,82y,0,0.00299925,4000.0,6,0,0,0,0.0
100134,0,0.222238888,71y,0,1105.0,,5,0,1,0,0.0
73968,0,0.14350642,46y,0,0.156437471,6500.0,8,0,1,0,2.0
134440,0,0.04719528,47y,0,14.0,,1,0,0,0,0.0
54492,0,0.0323315729999999,65y,0,0.013846154,2599.0,3,0,0,0,0.0
24507,0,0.582197011,53y,1,0.8980008159999999,2450.0,5,0,1,0,0.0
59082,0,0.0155163619999999,69y,0,0.305330728,3582.0,6,0,1,0,0.0
37072,0,0.008838005,59y,0,0.231208735,7875.0,11,0,1,0,0.0
91846,0,0.026997546,52y,0,0.9920016,5000.0,9,0,3,0,0.0
113160,0,0.2355030139999999,63y,0,0.05164945,3000.0,5,0,0,0,0.0
48418,0,0.107282649,48y,0,0.3487597189999999,2700.0,5,0,1,0,0.0
87216,0,0.236661226,53y,0,0.7828411999999999,4300.0,8,0,2,0,0.0
40545,0,0.019166004,71y,0,0.271778258,8333.0,14,0,2,0,0.0
10107,0,0.06239792,82y,0,0.01119776,5000.0,6,0,0,0,0.0
13132,0,0.077043266,61y,0,81.0,,5,0,0,0,0.0
48499,0,0.0,46y,0,0.404232112,4583.0,3,0,1,0,2.0
13869,0,0.0439978,82y,0,0.00456942,5689.0,4,0,0,0,0.0
74058,0,0.156572871,47y,0,0.127429242,7666.0,9,0,0,0,2.0
108972,0,0.257639023,46y,0,0.620673743,6500.0,14,0,2,0,3.0
77241,0,0.787475017,31y,0,510.0,0.0,3,0,0,0,0.0
83925,0,0.057479353,40y,0,0.2384860919999999,4385.0,11,0,1,0,0.0
41753,0,0.435720355,53y,1,0.2829646289999999,8000.0,8,0,1,0,2.0
52537,0,0.088628469,78y,0,0.366589327,861.0,6,0,1,0,1.0
26088,0,0.282321088,45y,0,0.343617872,8750.0,9,0,2,0,1.0
24037,0,0.942774166,40y,0,1695.0,,8,0,0,0,1.0
21966,0,0.000187968,76y,0,0.0,5063.0,9,0,0,0,0.0
133953,0,0.64411801,29y,0,0.524495101,5000.0,9,0,2,0,0.0
67963,1,0.717875963,59y,0,210.0,,10,0,0,2,
96806,0,0.018074746,44y,0,2994.0,,10,0,1,0,0.0
91221,0,0.152158032,51y,0,0.400757735,4750.0,9,0,1,0,0.0
89098,0,0.4568557629999999,39y,0,2319.0,,8,0,2,0,0.0
55764,0,0.18085461,53y,0,0.049782695,2530.0,4,0,0,0,3.0
138406,0,0.194931469,51y,0,0.359462486,6250.0,7,0,1,0,0.0
70996,0,0.799700471,64y,0,0.639148662,3100.0,14,0,0,0,0.0
93099,0,0.130407101,68y,0,3733.0,,7,0,3,0,0.0
125605,0,0.0,66y,0,0.592534992,4500.0,8,0,2,0,0.0
28162,1,0.824701195,33y,3,0.118051084,4658.0,4,0,0,0,2.0
50766,0,0.66741833,63y,0,7020.0,,10,0,1,0,0.0
74789,0,0.887464776,60y,0,0.434908856,6198.0,7,0,1,0,1.0
113067,0,0.9999999,36y,2,1.558723885,7083.0,8,0,5,0,0.0
60040,1,0.9999999,28y,0,0.0,2325.0,0,1,0,0,1.0
142485,0,0.1487989569999999,37y,0,0.2041016689999999,9166.0,7,0,1,0,3.0
23494,0,0.1927162369999999,58y,0,1637.0,,8,0,1,0,2.0
67074,0,0.9999999,60y,0,0.335334826,9825.0,6,0,2,0,0.0
115106,0,0.003673319,84y,0,2.0,,2,0,0,0,
39465,0,0.1737964,48y,0,106.0,,2,0,0,0,0.0
147229,0,0.18733439,43y,1,0.5186401939999999,7000.0,9,0,1,0,0.0
27809,0,0.339317694,64y,0,0.446637196,6333.0,14,0,2,0,0.0
115204,0,0.377506882,79y,0,0.086365454,2500.0,10,0,0,0,0.0
135151,0,0.010506916,80y,0,0.0149925039999999,2000.0,5,0,0,0,0.0
100289,0,0.0052677359999999,69y,0,0.0015236639999999,10500.0,17,0,0,0,0.0
144609,0,0.033753031,51y,0,0.452008586,3260.0,7,0,1,0,2.0
70342,0,0.2691782219999999,49y,0,0.367726455,5000.0,15,0,2,0,0.0
96512,0,0.167937521,37y,0,0.7939819090000001,5416.0,7,0,1,0,1.0
142044,0,0.547336325,45y,0,0.415011332,7500.0,11,0,1,0,3.0
133291,0,0.0135648189999999,61y,0,0.201299919,16000.0,8,0,1,0,0.0
2751,0,0.0443812009999999,77y,1,288.0,,5,1,1,0,0.0
1820,0,0.3508476889999999,47y,0,0.43258377,11250.0,9,0,2,0,3.0
145589,0,0.156605424,35y,0,0.573053368,8000.0,9,0,2,0,3.0
71252,0,0.973893303,34y,0,0.28061375,10166.0,7,0,3,0,0.0
56310,0,0.007268951,82y,0,0.108859444,3848.0,7,0,1,0,0.0
28641,0,0.10787359,46y,0,1.0063974409999998,2500.0,9,0,1,0,0.0
31460,0,0.384584617,44y,0,0.348108649,6000.0,7,0,1,0,3.0
19344,0,0.046751484,42y,0,0.169850885,12875.0,13,0,2,0,4.0
148707,0,0.098469929,28y,0,72.0,,3,0,0,0,
40798,0,0.982493339,56y,1,0.692901014,7000.0,16,0,3,1,0.0
45430,0,0.7235976,62y,0,0.465980304,8935.0,14,0,3,0,1.0
94328,0,0.9999999,79y,0,0.0,2283.0,2,0,0,0,1.0
142701,0,0.001807803,67y,0,4.793478261000001,183.0,12,0,1,0,0.0
50089,0,0.028999597,65y,0,1934.0,,12,0,1,0,0.0
123974,0,0.000696286,62y,0,0.0053315559999999,3000.0,7,0,0,0,0.0
57478,0,0.110551528,73y,0,0.559562696,15000.0,19,0,5,0,0.0
104981,0,0.026930249,36y,0,0.113325464,14400.0,10,0,1,0,0.0
7053,0,0.004883494,69y,0,364.0,,5,0,2,0,0.0
34799,0,0.769882008,42y,0,0.152269861,25375.0,6,0,2,0,3.0
67905,0,0.065645594,56y,1,0.275246393,7000.0,19,0,1,0,0.0
85465,0,0.1263671019999999,63y,0,0.275325978,1993.0,7,0,0,0,0.0
52419,0,1.11650731,66y,1,0.8669347470000001,21883.0,16,0,3,0,0.0
53919,0,0.322653223,65y,0,1730.0,,5,0,2,0,2.0
82316,0,0.0,49y,0,0.298470153,10000.0,7,0,3,0,0.0
11727,0,0.217260913,66y,0,0.622216534,3906.0,7,0,2,0,0.0
46808,0,0.0564058999999999,57y,0,0.5072463770000001,6416.0,9,0,1,0,1.0
57348,0,0.282423085,79y,0,725.0,,5,0,1,0,0.0
72664,0,0.004617498,51y,0,0.3654120329999999,7013.0,9,0,2,0,2.0
60326,0,0.5479636960000001,68y,0,1.015769626,2916.0,19,0,2,0,0.0
106638,0,0.418576269,54y,0,0.195480452,10000.0,19,0,0,0,0.0
9331,0,0.804325648,50y,1,0.343128904,7043.0,5,0,1,0,0.0
30361,0,0.657707485,48y,0,2751.0,,10,0,1,0,0.0
128319,0,0.008519659,56y,0,923.0,,10,0,1,0,0.0
119863,0,0.026007554,61y,0,0.713473565,3517.0,8,0,2,0,0.0
66827,1,0.943854792,46y,1,0.549358342,4051.0,6,0,0,0,3.0
3121,0,0.021734559,57y,0,1471.0,,12,0,1,0,0.0
6343,0,0.6982363559999999,58y,0,0.257444624,6816.0,11,0,1,0,0.0
142592,0,0.888340226,35y,0,0.0957722169999999,4635.0,10,0,0,0,0.0
101874,0,0.015553395,44y,7,0.12704148,6918.0,8,0,0,0,0.0
108088,0,0.208989551,70y,0,0.344262295,2500.0,10,0,1,0,0.0
30226,0,0.009027413,52y,0,0.477691062,6790.0,16,0,2,0,0.0
149004,0,0.0016503,54y,0,0.25711881,7128.0,17,0,0,0,0.0
71946,0,0.023595281,82y,0,3.0,,1,0,0,0,
130838,1,0.07920536,47y,0,0.4118178529999999,5533.0,11,0,2,0,1.0
103364,0,0.058607422,66y,0,504.0,0.0,6,0,1,0,0.0
45647,0,0.244485526,50y,0,2326.0,,7,0,1,0,0.0
136094,0,0.631040229,67y,0,0.1738618519999999,2547.0,6,0,0,0,0.0
25438,0,0.73042065,61y,0,0.266792261,13800.0,12,0,2,0,0.0
1210,0,0.0,53y,0,0.0,3000.0,2,0,0,0,1.0
91521,0,1.004434115,52y,1,0.6762311759999999,4913.0,5,0,1,0,2.0
118284,0,0.9999999,79y,0,0.0,,0,0,0,0,0.0
71538,0,0.000453118,42y,0,0.316202551,13250.0,6,0,2,0,3.0
16992,0,0.1699025069999999,44y,0,0.266531027,11795.0,18,0,4,0,2.0
31081,0,0.091495425,48y,0,9.633466135,250.0,3,0,1,0,1.0
